img,detectada,tempo_ms,score_ocr,score_det,cer_tensao,correto_tensao,cer_potencia,correto_potencia,cer_frequencia,correto_frequencia,cer_grau_ip,correto_grau_ip,cer_data_fab,correto_data_fab,placa_100pct_correta
test_0131.jpg,True,38322.2,39.0,97.4,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0057.jpg,True,1639.1,86.0,97.7,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0000.jpg,True,7593.1,60.0,97.2,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0103.jpg,True,2382.9,46.7,97.0,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0134.jpg,True,34339.2,43.8,97.6,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0022.jpg,True,12616.6,53.3,96.9,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0116.jpg,True,1456.8,0.0,97.9,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0104.jpg,True,4676.0,61.6,97.1,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0014.jpg,True,5759.2,65.0,97.2,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0140.jpg,True,2225.3,51.2,97.2,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0125.jpg,True,32162.9,44.6,97.2,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0028.jpg,True,2159.2,56.0,97.3,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0051.jpg,True,11353.0,49.6,97.5,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0144.jpg,True,25127.3,43.7,96.5,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
test_0133.jpg,True,1519.0,32.0,97.2,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,False
